Année;Département (code);Département (libellé);Commune active (code);Commune active (libellé);Nombre de personnes;Nombre de personnes de 15 ans ou plus;Nombre de personnes actives de 15 ans ou plus;Nombre de personnes actives de 15 ans ou plus ayant un emploi
2012;72;Sarthe;72343;Souvigné-sur-Sarthe;618.000002;467.812807;323.71428;292.256158
2012;72;Sarthe;72372;Vezot;65.0;51.796875;36.5625;24.375
2012;72;Sarthe;72386;Yvré-l'Évêque;4298.0;3525.0;1972.0;1800.0
2012;85;Vendée;85003;Aizenay;8493.999999;6652.87495;4236.356529;3888.179698
2012;85;Vendée;85098;Génétouze;1774.999999;1366.84492;909.331559;839.090906
2012;85;Vendée;85116;Jonchère;403.000001;339.265203;165.710458;137.274935
2012;85;Vendée;85117;Lairoux;600.999999;486.81048;273.458687;260.436865
2012;85;Vendée;85127;Longeville-sur-Mer;2448.999998;2157.525636;799.813589;720.230161
2012;85;Vendée;85161;Nieul-le-Dolent;2362.999999;1853.541224;1127.291521;1045.251416
2012;85;Vendée;85208;Saint-Denis-la-Chevasse;2209.000001;1709.190811;1102.806325;1040.042492
2012;85;Vendée;85218;Saint-Georges-de-Pointindoux;1618.0;1252.0;827.0;732.0
2012;85;Vendée;85274;Saint-Valérien;506.0;406.0;221.0;216.0
2013;44;Loire-Atlantique;44013;Besné;2809.0;2047.0;1306.0;1327.0
2013;44;Loire-Atlantique;44020;Bouguenais;18653.0;14795.0;8972.0;8067.0
2013;44;Loire-Atlantique;44085;Louisfert;939.0;693.0;334.0;401.0
2013;44;Loire-Atlantique;44204;Thouaré-sur-Loire;8739.0;6832.0;4265.0;3891.0
2013;44;Loire-Atlantique;44217;Vigneux-de-Bretagne;5619.0;4413.0;2813.0;2697.0
2013;49;Maine-et-Loire;49001;Alleuds;879.0;629.0;440.0;408.0
2013;49;Maine-et-Loire;49099;Cholet;53880.0;44111.0;25021.0;21212.0
2013;49;Maine-et-Loire;49119;Daumeray;1519.0;1179.0;780.0;712.0
2013;49;Maine-et-Loire;49136;Ferrière-de-Flée;344.0;226.0;102.0;156.0
2013;49;Maine-et-Loire;49158;Hôtellerie-de-Flée;512.0;375.0;276.0;288.0
2013;49;Maine-et-Loire;49359;Ulmes;584.0;449.0;290.0;252.0
2013;49;Maine-et-Loire;49364;Vaudelnay;1185.0;888.0;481.0;556.0
2013;53;Mayenne;53021;Bazoge-Montpinçon;977.0;660.0;469.0;488.0
2013;53;Mayenne;53022;Bazouge-de-Chemeré;500.0;339.0;144.0;189.0
2013;53;Mayenne;53037;Bouessay;757.0;594.0;369.0;295.0
2013;53;Mayenne;53042;Brecé;823.0;655.0;384.0;355.0
2013;53;Mayenne;53063;Châtelain;496.0;355.0;249.0;228.0
2013;72;Sarthe;72129;Fatines;813.0;595.0;421.0;425.0
2013;72;Sarthe;72142;Grandchamp;140.0;89.0;23.0;71.0
2013;72;Sarthe;72148;Jauzé;73.0;36.0;10.0;18.0
2011;53;Mayenne;53075;Cosmes;304.0;229.0;151.0;132.0
2011;53;Mayenne;53114;Hardanges;203.0;174.0;83.0;76.0
2011;53;Mayenne;53188;Renazé;2677.000001;2224.883525;1035.235003;925.943549
2011;53;Mayenne;53206;Saint-Charles-la-Forêt;219.0;176.0;109.0;116.0
2011;53;Mayenne;53237;Saint-Mars-sur-Colmont;444.999999;350.496579;186.926138;162.522028
2011;72;Sarthe;72018;Avesnes-en-Saosnois;98.999999;88.354832;57.483865;55.354843
2011;72;Sarthe;72063;Chapelle-Gaugain;326.999997;286.114793;111.41217;85.85892
2011;72;Sarthe;72098;Coulongé;565.0;442.0;268.0;252.0
2011;72;Sarthe;72125;Écorpain;313.0;254.3125;160.4125;160.4125
2011;72;Sarthe;72201;Moncé-en-Saosnois;261.999997;201.305017;134.540539;97.111968
2011;72;Sarthe;72252;Requeil;1202.0;932.607128;548.970886;550.867219
2011;53;Mayenne;53129;Launay-Villiers;393.0;296.0;194.0;168.0
2011;53;Mayenne;53148;Mée;206.0;145.586538;113.894241;110.923071
2011;53;Mayenne;53213;Saint-Ellier-du-Maine;536.000002;413.771956;254.474749;200.373836
2011;53;Mayenne;53254;Saint-Sulpice;235.0;173.568465;125.788382;117.01245
2011;53;Mayenne;53266;Trans;231.0;201.257508;108.064372;111.038623
2011;53;Mayenne;53270;Vieuvy;131.000001;101.306049;61.156137;38.381702
2011;72;Sarthe;72017;Auvers-sous-Montfaucon;241.000002;178.806448;122.44354;104.951617
2011;72;Sarthe;72019;Avessé;380.0;283.0;194.0;176.0
2011;72;Sarthe;72075;Chemiré-le-Gaudin;940.000002;709.415458;466.075164;416.0334
2011;72;Sarthe;72136;Fontenay-sur-Vègre;339.999999;257.965109;187.790683;166.046508
2011;72;Sarthe;72186;Maresché;885.999999;684.859366;421.904763;384.620145
2011;72;Sarthe;72198;Milesse;2376.999997;1912.810632;1184.500604;1119.768657
2011;72;Sarthe;72205;Montbizot;1730.000001;1278.591069;872.638619;774.79014
2011;72;Sarthe;72225;Oisseau-le-Petit;708.000001;546.085228;332.880685;309.750001
2011;72;Sarthe;72241;Montfort-le-Gesnois;3064.0;2486.99974;1476.205051;1365.466565
2011;72;Sarthe;72323;Saint-Victeur;437.0;320.0;218.0;196.0
2011;72;Sarthe;72332;Ségrie;620.0;503.000053;273.99993;279.999588
2011;72;Sarthe;72377;Villaines-sous-Malicorne;1016.0;790.0;471.0;444.0
2011;85;Vendée;85038;Brouzils;2631.0;2098.233032;1351.918824;1239.810592
2011;85;Vendée;85153;Mouchamps;2744.000001;2132.826994;1379.066124;1346.835055
2012;44;Loire-Atlantique;44065;Grand-Auverné;822.999998;632.840981;369.072026;339.423603
2012;44;Loire-Atlantique;44082;Ligné;4713.000001;3410.040062;2353.609815;2159.849505
2012;44;Loire-Atlantique;44115;Oudon;3558.0;2736.0;1763.0;1668.0
2012;44;Loire-Atlantique;44140;Regrippière;1533.999999;1119.578147;807.743562;740.370249
2012;44;Loire-Atlantique;44183;Saint-Molf;2408.000001;1789.309711;1218.739763;1135.247579
2012;44;Loire-Atlantique;44198;Sorinières;7647.999998;6183.771614;3837.00751;3598.686346
2012;49;Maine-et-Loire;49008;Angrie;979.000003;707.227131;430.307049;341.774978
2012;49;Maine-et-Loire;49045;Breille-les-Pins;585.0;451.0;271.0;208.0
2012;49;Maine-et-Loire;49056;Carbay;240.000001;188.429757;127.933907;134.876028
2012;49;Maine-et-Loire;49321;Saint-Sigismond;365.0;284.0;183.0;176.0
2012;53;Mayenne;53019;Bannes;131.000004;100.296887;62.429705;65.5
2012;53;Mayenne;53064;Châtillon-sur-Colmont;1033.000001;824.413458;443.991336;425.119224
2012;53;Mayenne;53130;Laval;50657.999999;42181.53983;23621.167368;20492.468866
2012;53;Mayenne;53141;Louvigné;1108.999999;782.700103;586.500484;608.533583
2015;72;Sarthe;72360;Trangé;1339.0;998.0;554.0;618.0
2015;72;Sarthe;72366;Valennes;302.0;230.0;72.0;122.0
2015;72;Sarthe;72382;Volnay;905.0;680.0;440.0;445.0
2015;85;Vendée;85000;Commune fictive;0.0;0.0;0.0;0.0
2015;85;Vendée;85014;Bazoges-en-Pareds;1163.0;913.0;488.0;477.0
2015;85;Vendée;85064;Chauché;2485.0;1970.0;1297.0;1198.0
2015;85;Vendée;85138;Martinet;1077.0;799.0;532.0;511.0
2015;85;Vendée;85144;Mesnard-la-Barotière;1372.0;1008.0;754.0;688.0
2015;85;Vendée;85261;Sainte-Pexine;242.0;193.0;116.0;95.0
2012;72;Sarthe;72075;Chemiré-le-Gaudin;949.000001;716.207715;469.546959;420.016701
2012;72;Sarthe;72164;Livet-en-Saosnois;72.0;55.0;33.0;36.0
2012;72;Sarthe;72235;Piacé;355.999997;293.87258;187.368433;145.950136
2012;72;Sarthe;72238;Pizieux;82.999998;73.777773;48.160488;40.987651
2012;72;Sarthe;72276;Saint-Cosme-en-Vairais;1997.999998;1654.311934;851.7051;746.494481
2012;72;Sarthe;72306;Saint-Ouen-en-Belin;1333.000002;996.683278;650.144171;684.900306
2012;72;Sarthe;72353;Théligny;221.0;172.0;109.0;96.0
2012;85;Vendée;85048;Chambretaud;1508.999999;1193.075434;797.679169;726.112732
2012;85;Vendée;85092;Fontenay-le-Comte;14044.0;11989.891566;5701.783036;4591.96198
2012;85;Vendée;85142;Merlatière;981.999999;742.045179;552.501045;540.402461
2012;85;Vendée;85227;Saint-Hilaire-des-Loges;1964.999997;1567.384157;846.896437;702.936691
2012;85;Vendée;85237;Saint-Laurent-de-la-Salle;370.0;309.164895;152.58643;143.610738
2012;85;Vendée;85286;Taillée;546.999998;441.769502;253.148796;230.315793
2013;44;Loire-Atlantique;44018;Bouaye;6547.0;5117.0;3167.0;2877.0
2013;44;Loire-Atlantique;44019;Bouée;886.0;664.0;451.0;396.0
2013;44;Loire-Atlantique;44163;Vair-sur-Loire;2462.0;1802.0;1076.0;1048.0
2013;44;Loire-Atlantique;44200;Soulvache;362.0;283.0;168.0;146.0
2013;44;Loire-Atlantique;44203;Temple-de-Bretagne;1873.0;1398.0;998.0;896.0
2013;49;Maine-et-Loire;49030;Blou;1007.0;759.0;494.0;435.0
2013;49;Maine-et-Loire;49065;Champigné;2074.0;1604.0;945.0;824.0
2015;53;Mayenne;53113;Hambers;608.0;490.0;273.0;250.0
2015;53;Mayenne;53132;Levaré;310.0;261.0;136.0;104.0
2015;53;Mayenne;53139;Loupfougères;384.0;268.0;86.0;132.0
2015;53;Mayenne;53172;Origné;424.0;302.0;237.0;235.0
2015;53;Mayenne;53180;Pommerieux;660.0;494.0;347.0;370.0
2015;72;Sarthe;72003;Allonnes;11118.0;9044.0;4321.0;3458.0
2015;72;Sarthe;72060;Chapelle-aux-Choux;269.0;234.0;120.0;75.0
2015;72;Sarthe;72099;Courceboeufs;618.0;416.0;214.0;248.0
2015;72;Sarthe;72103;Courdemanche;604.0;488.0;177.0;283.0
2015;72;Sarthe;72124;Écommoy;4631.0;3755.0;1978.0;1704.0
2015;72;Sarthe;72186;Maresché;891.0;682.0;429.0;425.0
2015;72;Sarthe;72225;Oisseau-le-Petit;663.0;525.0;320.0;245.0
2015;72;Sarthe;72226;Oizé;1320.0;957.0;651.0;625.0
2015;72;Sarthe;72240;Poncé-sur-le-Loir;0.0;0.0;0.0;0.0
2015;72;Sarthe;72317;Saint-Rémy-du-Val;523.0;448.0;231.0;185.0
2015;72;Sarthe;72346;Suze-sur-Sarthe;4443.0;3552.0;1812.0;1721.0
2015;72;Sarthe;72370;Vernie;337.0;259.0;173.0;145.0
2015;85;Vendée;85024;Bois-de-Céné;1953.0;1487.0;774.0;805.0
2015;85;Vendée;85041;Cezais;300.0;253.0;149.0;110.0
2015;85;Vendée;85045;Chaize-Giraud;1046.0;841.0;437.0;438.0
2015;85;Vendée;85089;Ferrière;5158.0;4029.0;2557.0;2322.0
2015;85;Vendée;85096;Garnache;4849.0;3822.0;2214.0;2028.0
2015;85;Vendée;85113;Île-d'Yeu;4771.0;4124.0;2102.0;1890.0
2015;85;Vendée;85130;Maché;1410.0;1076.0;633.0;624.0
2015;85;Vendée;85145;Monsireigne;961.0;731.0;464.0;433.0
2015;85;Vendée;85280;Sallertaine;3029.0;2394.0;1327.0;1129.0
2013;49;Maine-et-Loire;49207;Montfort;91.0;57.0;9.0;28.0
2013;49;Maine-et-Loire;49250;Prévière;242.0;199.0;127.0;120.0
2013;49;Maine-et-Loire;49343;Tessoualle;3068.0;2437.0;1337.0;1310.0
2013;49;Maine-et-Loire;49352;Toutlemonde;1199.0;887.0;515.0;553.0
2013;53;Mayenne;53053;Champgenéteux;522.0;370.0;166.0;214.0
2013;53;Mayenne;53083;Courcité;899.0;734.0;390.0;425.0
2013;53;Mayenne;53096;Ernée;5776.0;4777.0;2299.0;2172.0
2013;53;Mayenne;53113;Hambers;626.0;496.0;272.0;220.0
2013;53;Mayenne;53148;Mée;208.0;147.0;115.0;112.0
2013;53;Mayenne;53153;Mézangers;691.0;533.0;335.0;272.0
2013;53;Mayenne;53179;Placé;335.0;255.0;154.0;150.0
2013;53;Mayenne;53205;Saint-Céneré;503.0;375.0;277.0;252.0
2013;53;Mayenne;53226;Saint-Hilaire-du-Maine;826.0;575.0;313.0;394.0
2013;72;Sarthe;72002;Aillières-Beauvoir;200.0;132.0;34.0;74.0
2013;72;Sarthe;72076;Chenay;201.0;122.0;44.0;68.0
2013;72;Sarthe;72083;Chevillé;405.0;297.0;208.0;180.0
2013;72;Sarthe;72116;Dissé-sous-Ballon;119.0;70.0;21.0;49.0
2013;72;Sarthe;72155;Laigné-en-Belin;2417.0;1877.0;1155.0;1048.0
2013;72;Sarthe;72194;Meurcé;242.0;146.0;66.0;102.0
2013;72;Sarthe;72261;Ruillé-en-Champagne;346.0;256.0;174.0;176.0
2013;72;Sarthe;72342;Souvigné-sur-Même;183.0;150.0;100.0;88.0
2013;72;Sarthe;72352;Terrehault;133.0;105.0;67.0;59.0
2013;72;Sarthe;72370;Vernie;352.0;283.0;181.0;140.0
2013;72;Sarthe;72381;Voivres-lès-le-Mans;1276.0;934.0;655.0;572.0
2013;85;Vendée;85009;Auzay;622.0;439.0;214.0;268.0
2013;85;Vendée;85021;Bernardière;1757.0;1290.0;970.0;888.0
2013;85;Vendée;85039;Bruffière;3811.0;2934.0;1937.0;1808.0
2013;85;Vendée;85100;Givrand;2032.0;1677.0;865.0;760.0
2013;85;Vendée;85106;Guérinière;1390.0;1199.0;538.0;441.0
2013;85;Vendée;85169;Palluau;1069.0;744.0;370.0;398.0
2013;85;Vendée;85210;Saint-Étienne-du-Bois;2069.0;1589.0;948.0;838.0
2014;44;Loire-Atlantique;44013;Besné;2880.0;2094.0;1326.0;1357.0
2014;44;Loire-Atlantique;44022;Boussay;2644.0;2087.0;1298.0;1075.0
2014;44;Loire-Atlantique;44079;Landreau;2943.0;2235.0;1518.0;1482.0
2014;44;Loire-Atlantique;44099;Moisdon-la-Rivière;1943.0;1536.0;837.0;690.0
2014;44;Loire-Atlantique;44112;Noyal-sur-Brutz;584.0;447.0;313.0;315.0
2014;44;Loire-Atlantique;44150;Saint-Aignan-Grandlieu;3841.0;3098.0;1914.0;1850.0
2014;44;Loire-Atlantique;44156;Corcoué-sur-Logne;2756.0;2096.0;1357.0;1250.0
2014;44;Loire-Atlantique;44179;Saint-Mars-du-Désert;4571.0;3525.0;2330.0;2109.0
2014;49;Maine-et-Loire;49003;Tuffalun;1760.0;1318.0;835.0;716.0
2014;49;Maine-et-Loire;49248;Pouancé;3110.0;2611.0;1211.0;1027.0
2014;49;Maine-et-Loire;49250;Prévière;242.0;199.0;127.0;120.0
2014;49;Maine-et-Loire;49326;Sarrigné;797.0;597.0;305.0;360.0
2014;49;Maine-et-Loire;49354;Tremblay;343.0;224.0;87.0;149.0
2014;53;Mayenne;53052;Champfrémont;302.0;228.0;138.0;135.0
2014;53;Mayenne;53061;Charchigné;503.0;374.0;222.0;236.0
2014;53;Mayenne;53076;Cossé-en-Champagne;320.0;241.0;155.0;156.0
2014;53;Mayenne;53088;Cuillé;896.0;680.0;314.0;323.0
2014;53;Mayenne;53110;Grez-en-Bouère;1004.0;775.0;506.0;471.0
2014;53;Mayenne;53148;Mée;208.0;147.0;115.0;112.0
2014;53;Mayenne;53189;Rennes-en-Grenouilles;109.0;97.0;53.0;40.0
2014;53;Mayenne;53209;Saint-Cyr-le-Gravelais;530.0;397.0;256.0;200.0
2014;53;Mayenne;53221;Saint-Georges-sur-Erve;363.0;259.0;95.0;125.0
2014;72;Sarthe;72005;Ancinnes;959.0;742.0;432.0;376.0
2014;72;Sarthe;72008;Arnage;5100.0;4311.0;2083.0;1886.0
2014;72;Sarthe;72042;Bouloire;2076.0;1694.0;876.0;670.0
2014;72;Sarthe;72129;Fatines;820.0;602.0;421.0;428.0
2014;72;Sarthe;72164;Livet-en-Saosnois;54.0;21.0;3.0;27.0
2014;72;Sarthe;72182;Mansigné;1604.0;1294.0;685.0;552.0
2014;85;Vendée;85031;Boupère;3078.0;2409.0;1356.0;1365.0
2014;85;Vendée;85088;Fenouiller;4466.0;3760.0;1758.0;1663.0
2014;85;Vendée;85115;Jaudonnière;616.0;478.0;290.0;260.0
2014;85;Vendée;85116;Jonchère;415.0;346.0;169.0;140.0
2014;85;Vendée;85129;Lucs-sur-Boulogne;3365.0;2632.0;1691.0;1575.0
2014;85;Vendée;85190;Rocheservière;3133.0;2353.0;1421.0;1402.0
2014;85;Vendée;85288;Talmont-Saint-Hilaire;7275.0;6143.0;3000.0;2632.0
2014;85;Vendée;85302;Verrie;3879.0;3118.0;1941.0;1809.0
2015;44;Loire-Atlantique;44029;Divatte-sur-Loire;6692.0;5199.0;3375.0;3089.0
2015;44;Loire-Atlantique;44038;Chauvé;2742.0;2079.0;1254.0;1193.0
2015;44;Loire-Atlantique;44080;Lavau-sur-Loire;746.0;543.0;296.0;328.0
2015;44;Loire-Atlantique;44087;Machecoul-Saint-Même;7331.0;5910.0;3351.0;2950.0
2015;44;Loire-Atlantique;44215;Vertou;23116.0;19027.0;10893.0;9948.0
2015;49;Maine-et-Loire;49014;Aviré;0.0;0.0;0.0;0.0
2015;49;Maine-et-Loire;49035;Bouchemaine;6635.0;5437.0;2727.0;2666.0
2015;49;Maine-et-Loire;49088;Chazé-Henry;0.0;0.0;0.0;0.0
2015;49;Maine-et-Loire;49089;Chazé-sur-Argos;1053.0;780.0;506.0;480.0
2015;49;Maine-et-Loire;49113;Courchamps;479.0;371.0;247.0;196.0
2015;49;Maine-et-Loire;49257;Rairies;985.0;749.0;366.0;428.0
2015;49;Maine-et-Loire;49305;Saint-Martin-du-Bois;0.0;0.0;0.0;0.0
2015;49;Maine-et-Loire;49381;Yzernay;1837.0;1416.0;862.0;825.0
2015;53;Mayenne;53045;Brûlatte;695.0;516.0;312.0;291.0
2011;44;Loire-Atlantique;44024;Brains;2586.000001;1972.237332;1330.485486;1223.526866
2011;44;Loire-Atlantique;44032;Chapelle-Heulin;3127.0;2216.866629;1563.012788;1391.510121
2011;44;Loire-Atlantique;44097;Mesquer;1726.000001;1472.146801;669.612941;635.633355
2011;44;Loire-Atlantique;44109;Nantes;287845.000001;243014.114933;144720.578872;123045.741201
2011;44;Loire-Atlantique;44110;Nort-sur-Erdre;7969.999999;6111.11919;3820.777938;3663.260705
2011;44;Loire-Atlantique;44165;Saint-Hilaire-de-Clisson;2083.000001;1557.23518;1109.596064;1076.867716
2011;49;Maine-et-Loire;49038;Bourg-l'Évêque;219.0;167.470582;104.049757;110.986428
2011;49;Maine-et-Loire;49058;Cerqueux;842.0;601.986095;423.439165;355.142522
2011;49;Maine-et-Loire;49069;Orée d'Anjou;2387.0;1778.795806;1172.360161;1097.152667
2011;49;Maine-et-Loire;49073;Chapelle-Hullin;135.999996;98.277373;70.481756;79.41606
2011;49;Maine-et-Loire;49138;Bois d'Anjou;965.999997;729.323627;495.682342;437.05224
2011;49;Maine-et-Loire;49160;Ingrandes-Le Fresne sur Loire;1650.000003;1320.198666;772.84765;719.205303
2011;49;Maine-et-Loire;49173;Lasse;292.0;217.0;134.0;100.0
2011;49;Maine-et-Loire;49244;Mauges-sur-Loire;3989.999998;3169.534874;1750.832599;1669.810247
2011;49;Maine-et-Loire;49326;Sarrigné;813.000003;641.267404;415.930406;389.128208
2011;49;Maine-et-Loire;49339;Soulaire-et-Bourg;1421.0;1077.853995;699.393533;621.62466
2011;53;Mayenne;53013;Averton;614.000002;487.206512;299.5122;255.583744
2011;53;Mayenne;53059;Chapelle-Rainsouin;401.000001;284.6122;207.346352;203.434142
2011;53;Mayenne;53065;Châtres-la-Forêt;795.999999;612.769815;401.504412;372.467918
2011;53;Mayenne;53090;Denazé;155.000002;120.328955;82.598697;61.184207
2011;53;Mayenne;53140;Louverné;3983.0;3071.0;1874.0;1792.0
2011;53;Mayenne;53201;Saint-Berthevin;7281.999999;5930.161757;3296.552025;2981.914446
2011;53;Mayenne;53220;Saint-Georges-le-Fléchard;393.000001;249.976184;188.239294;181.094894
2011;53;Mayenne;53230;Saint-Julien-du-Terroux;275.0;211.0;121.0;124.0
2011;72;Sarthe;72053;Challes;1241.0;984.0;602.0;596.0
2011;72;Sarthe;72061;Chapelle-d'Aligné;1563.999998;1209.575751;832.484825;741.818178
2011;72;Sarthe;72094;Coudrecieux;634.0;506.0;288.0;292.0
2011;72;Sarthe;72109;Crissé;552.0;416.012788;236.718519;221.608805
2011;72;Sarthe;72155;Laigné-en-Belin;2373.999999;1844.709537;1134.19383;1029.121329
2011;72;Sarthe;72196;Mézières-sur-Ponthouin;669.0;523.651792;328.526785;266.803575
2011;72;Sarthe;72240;Poncé-sur-le-Loir;380.0;338.0;164.0;128.0
2012;53;Mayenne;53195;Sacé;469.0;317.0;239.0;216.0
2012;53;Mayenne;53214;Saint-Erblon;176.999996;126.885536;92.765055;85.301201
2012;53;Mayenne;53233;Saint-Loup-du-Dorat;343.000001;256.094339;166.415096;143.301893
2012;72;Sarthe;72021;Avoise;567.999998;447.089103;295.247524;229.63697
2012;72;Sarthe;72081;Cherreau;918.999998;718.718505;442.288317;425.59818
2012;72;Sarthe;72095;Coulaines;7687.0;6352.961768;3338.532424;2755.436714
2012;72;Sarthe;72098;Coulongé;567.000001;443.562012;268.954348;252.897368
2012;72;Sarthe;72152;Juillé;476.999999;395.141949;204.139813;169.779666
2012;72;Sarthe;72165;Lombron;1942.000001;1536.118989;960.451136;876.060016
2012;72;Sarthe;72191;Mayet;3209.999999;2640.703652;1323.452032;1149.581715
2012;72;Sarthe;72199;Moitron-sur-Sarthe;236.0;170.0;97.0;72.0
2012;72;Sarthe;72224;Nuillé-le-Jalais;498.0;373.500006;267.368864;236.754096
2012;72;Sarthe;72272;Sainte-Cérotte;321.000002;271.692794;159.996882;144.902817
2012;72;Sarthe;72279;Saint-Georges-de-la-Couée;162.0;146.0;67.0;80.0
2012;72;Sarthe;72292;Saint-Jean-des-Échelles;256.000002;191.749027;125.490215;104.407842
2012;72;Sarthe;72295;Saint-Longis;525.000001;442.471591;236.647727;274.431819
2012;72;Sarthe;72380;Vivoin;930.000002;761.987246;424.973432;383.464394
2012;85;Vendée;85067;Cheffois;981.000002;754.067432;496.605817;427.406635
2012;85;Vendée;85072;Copechagnière;939.0;707.0;512.0;524.0
2012;85;Vendée;85145;Monsireigne;944.999999;719.721361;486.640857;428.126936
2012;85;Vendée;85182;Pouzauges;5547.0;4550.662204;2502.009038;2193.193901
2012;85;Vendée;85209;Saint-Étienne-de-Brillouet;561.0;430.583021;275.324716;235.992614
2012;85;Vendée;85262;Saint-Philbert-de-Bouaine;3145.000001;2367.981327;1671.957599;1507.197533
2012;85;Vendée;85306;Xanton-Chassenon;726.999998;584.411606;352.454434;297.226524
2013;44;Loire-Atlantique;44120;Pellerin;4709.0;3626.0;2160.0;2046.0
2013;44;Loire-Atlantique;44130;Pont-Saint-Martin;5640.0;4476.0;2829.0;2620.0
2013;49;Maine-et-Loire;49041;Brain-sur-Allonnes;1981.0;1585.0;873.0;804.0
2011;72;Sarthe;72295;Saint-Longis;528.0;445.0;238.0;276.0
2011;72;Sarthe;72313;Saint-Pierre-des-Ormes;227.999999;172.486953;110.034773;99.130431
2011;85;Vendée;85017;Beaurepaire;2216.0;1642.405483;1158.030189;1091.997813
2011;85;Vendée;85041;Cezais;314.000001;250.99676;168.686068;154.45955
2011;85;Vendée;85078;Damvix;786.000002;663.090684;333.611072;293.329826
2011;85;Vendée;85104;Grues;815.0;701.184528;280.473792;243.890278
2011;85;Vendée;85178;Poiré-sur-Vie;8035.0;6086.0;4068.0;3812.0
2011;85;Vendée;85217;Saint-Georges-de-Montaigu;4014.000002;3077.031426;2199.653697;2030.883282
2011;85;Vendée;85222;Saint-Gilles-Croix-de-Vie;7322.000003;6593.136019;2428.558134;2076.238826
2011;85;Vendée;85242;Saint-Mars-la-Réorthe;928.000001;753.805603;519.472659;418.896086
2012;44;Loire-Atlantique;44006;Assérac;1795.000001;1383.624931;827.766917;778.602572
2012;44;Loire-Atlantique;44130;Pont-Saint-Martin;5658.0;4489.90223;2839.044672;2629.343861
2012;44;Loire-Atlantique;44212;Vallet;8579.0;6603.351239;4310.064511;4052.264797
2012;49;Maine-et-Loire;49060;Chacé;1340.999998;1086.956611;645.774383;534.266809
2012;49;Maine-et-Loire;49115;Coutures;532.0;403.0;259.0;240.0
2012;49;Maine-et-Loire;49170;Juvardeil;795.0;622.733494;388.094639;356.413443
2012;49;Maine-et-Loire;49205;Miré;1046.0;817.992153;447.015366;348.011976
2012;49;Maine-et-Loire;49272;Saint-Clément-des-Levées;1151.000001;912.587369;537.939173;500.870743
2012;53;Mayenne;53087;Cropte;227.0;183.0;123.0;120.0
2012;53;Mayenne;53116;Horps;771.999999;606.778385;356.797548;306.116102
2012;53;Mayenne;53133;Lignières-Orgères;752.000001;628.450188;325.89908;315.197919
2012;53;Mayenne;53159;Montourtier;363.999999;260.579392;177.437343;158.172701
2012;53;Mayenne;53175;Parné-sur-Roc;1271.999998;937.634212;660.674589;628.446564
2012;53;Mayenne;53197;Saint-Aignan-sur-Roë;891.0;743.0;386.0;368.0
2012;53;Mayenne;53206;Saint-Charles-la-Forêt;219.0;176.0;109.0;116.0
2012;53;Mayenne;53225;Saint-Germain-le-Guillaume;476.999999;345.724795;213.44749;204.428569
2012;53;Mayenne;53235;Sainte-Marie-du-Bois;232.000002;199.926262;110.119799;122.949306
2012;72;Sarthe;72006;Arçonnay;1835.000002;1501.508592;791.484419;692.884168
2012;72;Sarthe;72027;Beaumont-sur-Dême;359.000004;292.44383;169.415736;185.550567
2012;72;Sarthe;72029;Beaumont-sur-Sarthe;2066.000003;1768.449989;767.671298;631.360581
2012;72;Sarthe;72118;Dollon;1512.999998;1188.348177;670.742916;588.048584
2012;72;Sarthe;72130;Fay;605.0;463.766567;303.501668;308.509944
2012;72;Sarthe;72141;Gesnes-le-Gandelin;971.000002;727.246897;457.41322;453.400827
2012;72;Sarthe;72150;Joué-l'Abbé;1300.999998;966.779357;641.785662;647.936958
2012;72;Sarthe;72180;Mamers;5423.000001;4644.361806;2128.634998;1872.682788
2012;72;Sarthe;72186;Maresché;903.0;698.0;430.0;392.0
2012;72;Sarthe;72195;Mézeray;1846.000001;1390.57237;865.312485;817.745616
2012;72;Sarthe;72203;Montabon;795.0;626.0;343.0;312.0
2012;72;Sarthe;72265;Saint-Aignan;261.0;205.488813;130.500021;97.388058
2012;72;Sarthe;72297;Saint-Marceau;496.0;391.36714;239.448267;209.265724
2012;72;Sarthe;72323;Saint-Victeur;458.999997;336.109828;228.974814;205.867277
2012;72;Sarthe;72363;Tuffé Val de la Chéronne;1643.0;1351.157902;679.281286;640.039894
2012;85;Vendée;85059;Châtaigneraie;2661.999998;2311.532928;1047.278015;880.290794
2012;85;Vendée;85119;Landes-Genusson;2269.0;1795.0;1092.0;988.0
2012;85;Vendée;85191;Roche-sur-Yon;52807.999999;44489.615416;24420.249329;20716.413684
2012;85;Vendée;85244;Saint-Martin-de-Fraigneau;808.0;653.0;423.0;376.0
2012;85;Vendée;85260;Saint-Paul-Mont-Penit;764.000001;571.354437;369.171973;286.294403
2012;85;Vendée;85284;Soullans;4149.0;3460.0;1837.0;1668.0
2012;85;Vendée;85287;Tallud-Sainte-Gemme;471.000001;364.677222;251.39875;238.48101
2012;85;Vendée;85289;Tardière;1305.000002;1052.965642;611.656474;553.87786
2012;85;Vendée;85300;Venansault;4580.0;3520.154098;2328.453151;2147.495318
2013;44;Loire-Atlantique;44003;Ancenis;7474.0;6103.0;3386.0;2872.0
2013;44;Loire-Atlantique;44015;Blain;9533.0;7510.0;4327.0;3944.0
2013;44;Loire-Atlantique;44050;Crossac;2837.0;2111.0;1304.0;1269.0
2013;44;Loire-Atlantique;44055;Baule-Escoublac;15446.0;13720.0;5722.0;5079.0
